proj_id,project_name,risk_class,n_funds,total_postings,funds_with_avc,funds_earmarked,funds_full_10digit_match,fund_types,fund_list
00013889,Projet d'appui à la réhabilitation des e,A,1,1,1,1,1,104,406IVC4000
00013890,Grants to Young Scientists in Middle Eas,A,1,1,1,1,1,105,507RAB2002
00013902,Services for promotional activities (202,A,1,1,1,1,1,104,196DIP4043
00013931,43 C/5 Output 1.9 ED Education for healt,A,1,1,1,1,1,104,495GLO1058
00013941,"Preventing Gender-Based Violence, Buildi",A,1,1,1,1,1,105,549SAF1000
00013944,"KFIT ""Digital Creativity Lab 3""",A,1,1,1,1,1,105,526INT4005
00014004,Strengthening Sudan’s Response to Hate S,A,1,1,1,1,1,104,406SUD1001
00014018,Generation Digital,A,1,1,1,1,1,105,507CMR1000
00014027,Special account for the support of the C,A,1,1,1,1,1,104,495GLO4043
00014029,Strengthening flood resilience in Nigeri,A,1,1,1,1,1,105,567NIR2000
00014046,Education for Myanmar migrant children a,A,1,1,1,1,1,105,567THA1001
00014057,Humanitarian Support through Job Creatio,A,1,1,1,1,1,105,567SUD4000
00014059,Reviving the Bridges for Peace in Ninewa,A,1,1,1,1,1,105,567IRQ1007
00014061,Strengthening Urban Flood Preparedness i,A,1,1,1,1,1,105,567SOM4000
00014065,Addressing racism through education,A,1,1,1,1,1,105,549RER1003
00014067,A pilot project of Renewable Energy-Powe,A,1,1,1,1,1,105,567YEM2001
00014068,Building Flood Resilience in Schools alo,A,1,1,1,1,1,105,567RAF1006
00014072,German JPO to support DCU,A,1,1,1,1,1,103,808GLO2003
00014073,Advisory services by IUCN for 2026-2027,A,1,1,1,1,1,104,198ADB4243
00014075,International Assistance (2026-2027),A,1,1,1,1,1,104,198CSV4543
00014079,Je Create:  Culture and Innovation for a,A,1,1,1,1,1,105,526RAS4030
00014083,Secondment from Azerbaijan to the Living,A,1,1,1,1,1,105,550GLO4000
00014091,TWAS Initiative for Transformative Heat-,A,1,1,1,1,1,105,570GLO2047
00014098,Supporting livelihoods and economic reco,A,1,1,1,1,1,105,567PAL1002
00014101,Empowering African Youth for Digital Inn,A,1,1,1,1,1,105,567RAF1007
00014108,Green Climate Fund accreditation fee,A,1,1,1,1,1,104,406GLO0094
00014112,Youth leadership in shaping the post-203,A,1,1,1,1,1,105,559GLO1045
00014114,Dialogue et accompagnement pour la guéri,A,1,1,1,1,1,108,235BDI4000
00014117,Preserving and Advancing Universal Acces,A,1,1,1,1,1,105,537GLO0003
00014118,Enhance the Conservation and Memory of B,A,1,1,1,1,1,105,537RAS4003
00014121,Follow up of the United Nations Transfor,A,1,1,1,1,1,104,416GLO1043
00014122,Youth in Action: Strengthening Young Lea,A,1,1,1,1,1,105,221LEB5001
00014124,Green schools in Cuba seed-funding,A,1,1,1,1,1,104,406CUB1000
00014126,Response to the crisis affecting the Edu,A,1,1,1,1,1,104,406MAG1000
00014128,Practical handbook on periodic reporting,A,1,1,1,1,1,104,199GLO4243
00014132,UNESCO’s immediate support to the Gulf c,A,1,1,1,1,1,104,406QAT0001
00014133,"Psychosocial Support for Teachers, Stude",A,1,1,1,1,1,104,406IRA1001
00014134,Rapid Emergency Assessment and Stabiliza,A,1,1,1,1,1,104,406IRA4001
00014135,Reclaiming Traditional Communal Irrigati,A,1,1,1,1,1,105,537LEB2000
00008730,The United Nations World Water Assessmen,B,1,3255,0,1,1,104,665GLO2000
00011709,TWAS - BMBF Project for Capacity Buildin,B,1,2402,0,1,1,105,507RAF2000
00011698,Biodiversity Conservation and Sustainabl,B,1,2305,0,1,1,105,526MAG2000
00011824,Mediterranean coastal aquifers managemen,B,1,1627,0,1,1,108,213INT2004
00011200,System Strengthening Partnership with Jo,B,1,1590,0,1,1,105,538JOR1000
00004426,XB Established staff costs,B,1,1571,0,1,1,110,650RER0002
00000971,QATAR SPECIAL ACCOUNT-GOVERNMENT CONTRIB,B,1,1166,0,1,1,104,512QAT4001
00011421,Global Media Defence Fund,B,1,1076,0,1,1,105,538GLO5000
00006290,The UNESCO-Equatorial Guinea Internation,B,1,685,0,1,1,104,469GLO2002
00011000,Preservation and Promotion of the Bamiya,B,1,650,0,1,1,105,534AFG4006
00004556,GENERAL ACCOUNT - CONVENTION POUR LA SAU,B,1,564,0,1,1,104,199REV9000
00010497,Sustainable Water Security in Developing,B,1,523,0,1,1,105,526GLO2004
00007441,UNESCO activities implemented within the,B,1,473,0,1,1,108,251GLO2000
00012525,Secondment from the Ministry of Land (ML,B,1,446,0,1,1,105,546GLO2009
00012316,Rural Craft and Cultural Hubs - Phase II,B,1,405,0,1,1,109,922IND4006
00008464,Malala Fund for Girls' Right to Educatio,B,1,403,0,1,1,104,499GLO1000
00004198,UNESCO Confucius Prize for Literacy,B,1,378,0,1,1,104,469GLO1001
00004943,Cross Disciplinary Programme Activities,B,1,367,0,1,1,104,650RER6000
00010818,Support to Girls' Right to Education and,B,1,339,0,1,1,105,534PAK1000
00003912,UNESCO-KING HAMAD BIN ISA AL-KHALIFA PRI,B,1,331,0,1,1,104,469GLO1000
00011844,Teacher Capacity Building with AI and Di,B,1,326,0,1,1,105,570INT1008
00006295,UNESCO - Hamdan bin Rashid Al-Maktoum Pr,B,1,324,0,1,1,104,469GLO1004
00011566,Russia Mendeleev International Prize in,B,1,317,0,1,1,104,469GLO2006
00009364,Mobile Learning Week,B,1,311,0,1,1,104,403GLO1000
00002277,Special Account for Voluntary Contributi,B,1,301,0,1,1,104,406INT9099
00008192,The Silk Roads Programme,B,1,281,0,1,1,104,498GLO4000
00009909,UNESCO Prize for Girls' and Women's Educ,B,1,277,0,1,1,104,469GLO1007
00001763,INTERNATIONAL FUND FOR THE DEVELOPMENT O,B,1,261,0,1,1,106,309INT1010
00012538,Secondment China HRM Classification and,B,1,256,0,1,1,105,580GLO0002
00005750,UNESCO-Sharjah Prize for Arab culture,B,1,253,0,1,1,104,469GLO4000
00004423,Environmental Programmes and Sustainable,B,1,251,0,1,1,110,650RER2001
00008518,General Fund - Global Partnership for Ed,B,1,245,0,1,1,107,727GPE9000
00012796,JPO (China) for the IOC Sub-Commission f,B,1,235,0,1,1,103,821RAS2000
00012951,Chinese secondment on World Heritage Cen,B,1,229,0,1,1,105,580RAF4000
00006784,USE OF THE FUND FOR THE PROTECTION OF CU,B,1,215,0,1,1,104,310GLO4000
00004424,"Enhancing regional cultural coop., polic",B,1,208,0,1,1,110,650RER4000
00012981,UNESCO ROSA Italian JPO Programme,B,1,205,0,1,1,103,809RAF5000
00010970,Further Developing the Sudanese National,B,1,186,0,1,1,105,534SUD4000
00005393,GENERAL ACCOUNT - FONDS INTERNATIONAL PO,B,1,185,0,1,1,104,182REV9000
00006528,Promotion and Conservation of Cultural H,B,1,184,0,1,1,105,519GLO4000
00013482,Sustainable ocean management in Africa t,B,1,168,0,1,1,105,503RAF2007
00012645,JPO (Italy) for Culture Unit,B,1,165,0,1,1,103,809RAF4000
00012785,JPO (China) for Hydrological Systems and,B,1,160,0,1,1,103,821GLO2002
00012759,JPO (China) for SHS Executive Office (SH,B,1,159,0,1,1,103,821GLO3002
00012980,JPO (Italy) for Bioethics and Ethics of,B,1,158,0,1,1,103,809GLO3000
00012795,Junior Professional Officer (JPO) Govern,B,1,157,0,1,1,103,821GLO0008
00013042,Japanese JPO in World Heritage Centre (W,B,1,157,0,1,1,103,810GLO4006
00012791,JPO (China) for Equity and Resilience cl,B,1,155,0,1,1,103,821GLO1003
00012918,Korean Secondment on diversity of cultur,B,1,154,0,1,1,105,526GLO4011
00005773,MUSEUM OF EGYPTIAN CIVILIZATION (NMEC),B,1,153,0,1,1,104,402EGY4001
00012788,JPO (China) Education Planner and SDG4 C,B,1,153,0,1,1,103,821GLO1002
00010956,Improved accessibility and presentation,B,1,150,0,1,1,104,402EGY4006
00012921,JPO (France) for Freedom of Expression a,B,1,141,0,1,1,108,811GLO5000
00013798,Strengthening Climate Information Integr,B,1,136,0,1,1,105,570GLO5020
00012425,JPO Learning and Partnerships Developmen,B,1,130,0,1,1,103,825GLO0002
00012544,JPO (Germany) for Health and Education,B,1,128,0,1,1,103,808GLO1006
00012787,Chinese JPO in World Heritage Centre (WH,B,1,127,0,1,1,103,821RAS4000
00012919,German JPO in World Heritage Centre (WHC,B,1,127,0,1,1,103,808GLO4004
00012559,JPO - Crisis Response,B,1,116,0,1,1,103,825GLO0003
00013494,JPO (Japan) for Culture Unit Nairobi Off,B,1,115,0,1,1,103,810RAF4000
00012423,JPO (MISK - Saudi Arabia) for section Ea,B,1,108,0,1,1,103,825GLO2000
00004425,Running Costs related to the Project of,B,1,107,0,1,1,110,650RER0001
00013411,Republic of Korea secondment to support,B,1,107,0,1,1,105,526GLO1007
00013565,Secondment of a Programme Specialist fro,B,1,102,0,1,1,105,526GLO4013
00011293,Silk Roads Youth Research Grant,B,1,101,0,1,1,105,580GLO3000
00004835,ANTI-DOPING CONVENTION GENERAL FUNDS,B,1,99,0,1,1,106,181GLO9000
00011010,Preservation of Koguryo Tombs and Mural,B,1,96,0,1,1,105,526DRK4002
00013493,JPO -Japan Higher Education,B,1,93,0,1,1,103,810GLO1019
00009408,UNESCO-Japan Prize on Education for Sust,B,1,92,0,1,1,104,469GLO1006
00006531,3.1.3.Management of the trust fund at th,B,1,84,0,1,1,105,519GLO4003
00012398,JPO China Human resources Partnership 20,B,1,84,0,1,1,103,821GLO0005
00013483,Supporting TVET for a just and green tra,B,1,82,0,1,1,105,507GLO1039
00012798,JPO (Japan) for the MoW Programme (CI/DP,B,1,80,0,1,1,103,804GLO5002
00012722,JPO South Korea - BFM - Budget Monitorin,B,1,79,0,1,1,103,823GLO0004
00012096,JPO (Germany) for Freedom of Expression,B,1,75,0,1,1,103,808GLO5001
00006811,UNESCO/Juan Bosch Prize for the Promotio,B,1,74,0,1,1,104,469GLO3004
00005778,Development of the management plans for,B,1,73,0,1,1,104,402EGY4003
00008662,UNESCO Sultan Qaboos Prize for Environme,B,1,73,0,1,1,104,469GLO2003
00013499,JPO for Talent Acquisition and Outreach_,B,1,63,0,1,1,103,823GLO0005
00013774,Secondment from the Ministry of Land (ML,B,1,63,0,1,1,105,546GLO2011
00005276,REVENUE IOC NEW SPECIAL ACCOUNT,B,1,62,0,1,1,104,191IOC9000
00009539,GENERAL FUND - MONACO,B,1,61,0,1,1,105,518MNC9000
00012444,JPO (China) for BSP,B,1,60,0,1,1,103,821GLO0007
00013598,"Japanese JPO at World Heritage Centre, A",B,1,60,0,1,1,103,804RAS4000
00013458,Preservation and Digitization of Archaeo,B,1,59,0,1,1,105,537RAS5001
00012094,JPO (Italy) for Freedom of Expression an,B,1,57,0,1,1,103,809GLO5002
00009552,UNESCO / CHINA ASSOCIATE EXPERTS SCHEME,B,1,55,0,1,1,103,821CPR9000
00012378,Global Media Defence Fund's Crisis Respo,B,1,55,0,1,1,105,538GLO5001
00012404,JPO (China) for Digital Innovation and T,B,1,54,0,1,1,103,821GLO5001
00013030,Responses activities for Gaza,B,1,54,0,1,1,104,473PAL9000
00006530,Cross-cutting Initiatives,B,1,51,0,1,1,105,519GLO4002
00012954,UNESCO Memory of the World Initiative to,B,1,49,0,1,1,105,556GLO5002
00011012,JAPANESE FIT FOR UNESCO's PROGRAMME - GE,B,1,47,0,1,1,105,537JPN9000
00012377,Revenue - PCPD Special Account Ukraine,B,1,45,0,1,1,104,473UKR9000
00011214,Appui à des activités culturelles en fav,B,1,43,0,1,1,104,412RAF0022
00000317,GENERAL FUNDS FOR SCIENCE (FLANDERS),B,1,42,0,1,1,105,513BEL9090
00006168,UNESCO Madanjeet Singh Prize For the Pro,B,1,42,0,1,1,104,469GLO3002
00004940,Building Office Capacities,B,1,40,0,1,1,104,650RER0005
00010738,UNESCO-WEIDONG Project,B,1,39,0,1,1,105,570GLO1020
00008296,Fond Général Italian Contribution to Bre,B,1,38,0,1,1,105,650ITA9000
00012428,"Junior Professional Officer (JPO) China,",B,1,38,0,1,1,103,821GLO0006
00003220,IPDC GENERAL FUND,B,1,37,0,1,1,104,354GLO9000
00011789,UNESCO JPOs / Saudi Arabia - GENERAL FU,B,1,37,0,1,1,103,825SAU9000
00009205,Support to respond to requests for UNESC,B,1,34,0,1,1,104,406RAB5001
00005793,REPUBLIC OF KOREA KOICA AND MoFA GENERAL,B,1,31,0,1,1,105,526ROK9001
00007093,UNESCO-Greece Melina Mercouri Internatio,B,1,31,0,1,1,104,469GLO4001
00013864,JPO (Japan) - expertise - ESA/ESP [IIEP],B,1,29,0,1,1,103,810GLO1020
00005792,REPUBLIC OF KOREA MINISTRY OF EDUCATION,B,1,28,0,1,1,105,526ROK9000
00008055,General fund for the contribution from C,B,1,28,0,1,1,105,526ROK9005
00010248,General Fund :IPDC Earmarked contributio,B,1,27,0,1,1,104,355GLO9000
00013845,JPO Cultural and Creative Industries,B,1,27,0,1,1,103,821GLO4005
00010387,Afghanistan's National Program for Cultu,B,1,24,0,1,1,105,500AFG4000
00011367,MPTF Revenue Account - Global media defe,B,1,24,0,1,1,105,538MFT9001
00010319,Korea-JPO,B,1,23,0,1,1,103,823ROK9090
00013875,JPO position in UNESCO Maputo Office - E,B,1,23,0,1,1,103,809GLO1007
00008332,WHF PRIOR YEARS EXPENDITURES,B,1,22,0,1,1,106,197REV9999
00011630,JPO (China) for Capacity Building in Sci,B,1,22,0,1,1,103,821GLO2001
00003335,General Fund for Capacity Building for E,B,1,21,0,1,1,104,467GLO9000
00006786,UNESCO/GUILLERMO CANO WORLD PRESS FREEDO,B,1,21,0,1,1,104,469GLO5002
00011877,REVENUE ACCOUNT - 2001 Convention,B,1,21,0,1,1,104,175REV9000
00004678,SPANISH MINISTRY OF FOREIGN AFFAIRS,B,1,18,0,1,1,105,514SPA9001
00008612,Running costs - Tripoli Project Office,B,1,18,0,1,1,104,664LIB0001
00008718,IAP Reserve Fund,B,1,18,0,1,1,104,448RES2000
00013232,Agency fee of Climate Smart Education Se,B,1,18,0,1,1,107,727GLO1008
00013422,Emergency response for Lebanon - 2024,B,1,18,0,1,1,104,473LEB9001
00013440,Building a culture of resilience in Afri,B,1,18,0,1,1,105,537INT2000
00004742,Meeting of the Scientific Council and St,B,1,17,0,1,1,104,650RER0003
00009676,UNESCO-UNAM Jaime Torres Bodet prize in,B,1,17,0,1,1,104,469GLO3006
00006950,GENERAL ACCOUNT: JAPANESE FUNDS-IN-TRUST,B,1,15,0,1,1,105,585JPN9000
00008565,UNESCO Youth Forum Process,B,1,15,0,1,1,104,406GLO0020
00001878,TWAS ENDOWMENT FUND ACCOUNT,B,1,14,0,1,1,104,448INT2041
00008689,GENERAL FUND AZERBAIDJAN CONTRIBUTION,B,1,14,0,1,1,105,550AZE9000
00009727,Global Water Pathogen Project,B,1,14,0,1,1,105,570GLO2016
00010358,Appui au développement des compétences d,B,1,14,0,1,1,104,412RAF0015
00011078,Coordination and monitoring of intersect,B,1,14,0,1,1,104,412RAF0019
00008981,Special Account for Assistance to Develo,B,1,13,0,1,1,104,413GLO9000
00001881,TWAS RESERVE FUND ACCOUNT,B,1,12,0,1,1,104,448LIA2040
00005795,"REPUBLIC OF KOREA NATCOM, MUNICIPAL AND",B,1,12,0,1,1,105,526ROK9003
00008271,Sub account for Volontary contribution b,B,1,12,0,1,1,104,406GLO9000
00012704,Eastern Region of Afghanistan: 4- Social,B,1,12,0,1,1,108,271AFG5000
00005791,AUSTRALIA GENERAL FUND,B,1,11,0,1,1,105,529AUS9000
00011494,General Fund Ministry of Culture Kingdom,B,1,11,0,1,1,105,505MOC9000
00005794,REPUBLIC OF KOREA MoCLT AND CHA GENERAL,B,1,10,0,1,1,105,526ROK9002
00001133,"SPECIAL ACCOUNT FOR ""PRIORITY AFRICA"" -",B,1,9,0,1,1,104,412RAF9090
00008152,International José Martí Prize,B,1,9,0,1,1,104,469GLO3005
00008335,ITH - PRIOR YEARS EXPENDITURES,B,1,9,0,1,1,106,199REV9999
00008967,AZERBAIJAN GENERAL FUND - AE SCHEME,B,1,9,0,1,1,103,819AZE9000
00013685,MPTF Revenue Account  - Global Initiativ,B,1,9,0,1,1,105,538MFT9005
00000318,General Fund for Spanish Ministry of Edu,B,1,8,0,1,1,105,514SPA9090
00000324,GENERAL FUND - ITALY,B,1,8,0,1,1,105,534ITA9090
00006302,UNESCO/ Jikji Memory of the World Prize,B,1,8,0,1,1,104,469GLO5000
00009865,Invest for Efficient Delivery - Gen Fund,B,1,8,0,1,1,104,405GLO9000
00010153,Qatar - JPO,B,1,8,0,1,1,103,822QAT9090
00012905,MPTF Revenue Account - Latin American an,B,1,8,0,1,1,105,538MFT9004
00012982,GENERAL FUND for the Implementation of t,B,1,8,0,1,1,105,519INT9000
00013878,Super Creators: Empowering Trusted Digit,B,1,8,0,1,1,105,570GLO5021
00011199,MPTF Revenue Account - Jordan's Ministry,B,1,7,0,1,1,105,538MFT9000
00009107,The Carlos J. Finlay Prize for Microbiol,B,1,6,0,1,1,104,469GLO2004
00009597,GENERAL FUND: TURKMENISTAN,B,1,6,0,1,1,105,532TUK9000
00009883,General Fund - CJ Welfare Foundation and,B,1,6,0,1,1,105,570CJW9000
00010143,General Fund: Sultan Bin Abdulaziz Al-Sa,B,1,6,0,1,1,105,570SAU9000
00010957,OWSD Reserve Fund,B,1,6,0,1,1,104,448LIA2083
00011778,General Fund : PVE E TUNISIA UNESCO,B,1,6,0,1,1,108,218TUN9000
00013622,Emergency response for Sudan,B,1,6,0,1,1,104,473SUD9000
00013670,Emergency response for Syria,B,1,6,0,1,1,104,473SYR9001
00014096,Secondment MEXT Japan,B,1,6,0,1,1,105,551GLO0031
00000306,INFORMATION PROGRAMME FOR ALL - GENERAL,B,1,5,0,1,1,104,461IFA9090
00005109,Master Design Framework - National ICT P,B,1,5,0,1,1,109,980LIB9000
00005156,SOUTH SOUTH COOPERATION,B,1,5,0,1,1,104,463REV9000
00005922,Support to Countries in Post-conflict an,B,1,5,0,1,1,104,473GLO9000
00011388,General Fund for ICH Special Account,B,1,5,0,1,1,106,199GLO9000
00013630,42C/5 - 4.SC5,B,1,5,0,1,1,104,495GLO2042
00013705,Varkey Foundation General Fund,B,1,5,0,1,1,105,570VAR9000
00000327,FONDS GENERAL - PORTUGAL,B,1,4,0,1,1,105,540POR9090
00001106,GENERAL FUND FOR IMPLEMENTATION,B,1,4,0,1,1,105,519INT9090
00001807,ISLAMIC CALL SOCIETY  -  REVOLVING FUND,B,1,4,0,1,1,105,521INT9099
00002227,REP. OF KOREA GENERAL FUND - AE SCHEME,B,1,4,0,1,1,103,814ROK9090
00004798,MBI AL JABER FOUNDATION GENERAL FUND,B,1,4,0,1,1,105,574MBI9000
00005178,General Fund: SA for un-earmarked contri,B,1,4,0,1,1,104,492GLO9000
00005770,SAFEGUARDING OF CULTURAL HERITAGE IN EGY,B,1,4,0,1,1,104,402EGY9000
00006283,"REPUBLIC OF KOREA, MINISTRY OF LAND, TRA",B,1,4,0,1,1,105,526ROK9004
00006300,UNESCO Avicenna Prize for Ethics in Scie,B,1,4,0,1,1,104,469GLO3003
00007262,UNESCO-OECID l’Agence Espagnole de Coopé,B,1,4,0,1,1,103,820SPA9090
00007296,ADTCA (Abu Dhabi Tourism & Culture Autho,B,1,4,0,1,1,105,589ADA9000
00008301,Fond Général Chinese Contribution,B,1,4,0,1,1,105,580CPR9000
00008439,UNESCO/Education Above All,B,1,4,0,1,1,105,571QAT9001
00008459,General Fund Procter & Gamble,B,1,4,0,1,1,105,570PAG9000
00008466,General Fund PepsiCo,B,1,4,0,1,1,105,597PEP9000
00008777,GENERAL FUND KUWAIT CONTRIBUTION,B,1,4,0,1,1,105,515KUW9000
00009125,GF - Ministry of Strategy and Finance of,B,1,4,0,1,1,105,526ROK9006
00009978,MPTF Revenue Account - Afghanistan Natio,B,1,4,0,1,1,105,500MFT9000
00010237,General Fund: MISK Foundation,B,1,4,0,1,1,105,570MIS9000
00010390,General Fund : Benin Agreement,B,1,4,0,1,1,109,903BEN9000
00010483,UNESCO - HAMDAN BIN RASHID AL MAKTOUM FU,B,1,4,0,1,1,105,570MAK9000
00010813,"Ministry of Education, Culture, Sports,",B,1,4,0,1,1,105,556JPN9091
00010958,Suivi du FORUM SUR L'INTELLIGENCE ARTIFI,B,1,4,0,1,1,104,412RAF0017
00011582,JAPANESE FIT FOR STRATEGIC SUPPORT TO ED,B,1,4,0,1,1,105,559JPN9001
00011911,MPTF Revenue Account  - UNESCO Internat,B,1,4,0,1,1,105,538MFT9003
00012665,UNESCO - ALWALEED PHILANTHROPIES FUND,B,1,4,0,1,1,105,570ALW9000
00012928,Education Sector Program Implementation,B,1,4,0,1,1,107,727MYA1003
00013435,USA  GENERAL FUND - JPO SCHEME,B,1,4,0,1,1,103,826USA9090
00013637,General Fund:Sultan Bin Abdulaziz Al-Sau,B,1,4,0,1,1,105,570SAU9001
00014084,Secondment of Ms KIM Jina To UNESCO Bang,B,1,4,0,1,1,105,526GLO1008
00010692,Geoscience for Society: Jeju Province De,B,1,3,0,1,1,105,570GLO2020
00012870,General Fund : AICS/UNESCO project for B,B,1,3,0,1,1,108,218PAL9000
00012934,Revenue - PCPD Special Account Libya,B,1,3,0,1,1,104,473LIB9000
00013445,FONDATION DOCTEUR SADOK BESROUR - FOND G,B,1,3,0,1,1,105,570SAD9000
00009544,FIDC - PRIOR YEAR EXPENDITURES,B,1,2,0,1,1,106,182REV9999
00011518,General Fund - SEABOURN,B,1,2,0,1,1,105,570SEA9001
00011560,JPO (China) Sun Yun - IOC,B,1,2,0,1,1,103,821GLO2000
00011593,Strengthening the film industry in Afric,B,1,2,0,1,1,104,412RAF4003
00011966,Appui au développement des industries cu,B,1,2,0,1,1,104,412RAF0028
00013273,DELETED,B,1,2,0,1,1,105,570SUD1000
00013417,Agency Fees Sudan Transitional Education,B,1,2,0,1,1,107,727SUD1001
00013466,Frais d'Agence 7% du programme Developme,B,1,2,0,1,1,107,727RAF1003
00013695,"Korea Heritage Service, General Fund",B,1,2,0,1,1,105,526ROK9007
00013857,Frais de Siège:Projet d'Amelioration de,B,1,2,0,1,1,107,727BDI1005
00000300,SIMON BOLIVAR PRIZE,B,1,1,0,1,1,104,409VEN9090
00000353,SAUDI ARABIA GENERAL FUND,B,1,1,0,1,1,105,505SAU9091
00004394,SWITZERLAND GENERAL FUND - AE SCHEME,B,1,1,0,1,1,103,803SWI9000
00006195,Operational and Management of South-Sout,B,1,1,0,1,1,104,463INT1000
00006798,Spanish Ministry of Environment,B,1,1,0,1,1,105,514SPA9002
00008969,PCPD SYRIA GENERAL ACCOUNT,B,1,1,0,1,1,104,473SYR9000
00009928,Accrued interest – JFIT for Promotion of,B,1,1,0,1,1,105,516JPN9001
00010306,Anti-doping Prior Years Expenditure,B,1,1,0,1,1,106,181GLO9999
00011382,AUSTRIA GENERAL FUND JPO,B,1,1,0,1,1,103,812AUS9091
00011832,Japan General Fund for UNESCO's Programm,B,1,1,0,1,1,105,511JPN9000
00012134,WWAP Separation Payment Scheme - G Staff,B,1,1,0,1,1,104,665GLO2001
00012361,Special Account for the Core Systems Red,B,1,1,0,1,1,104,415GLO0001
00012825,Agency Fees of the project - Strengtheni,B,1,1,0,1,1,107,727AFG1001
00012861,Ukraine GPE - Implementation Agency Fees,B,1,1,0,1,1,107,727UKR1001
00013058,GPE 5 System Transformation Grant Progra,B,1,1,0,1,1,107,727CMB1009
00013260,REVENUE ACCOUNT - 2001 Convention,B,1,1,0,1,1,104,175REV9999
00013395,Frais d'Agence 7% du programme PATEB/GPE,B,1,1,0,1,1,107,727IVC1005
00013456,Agency fees- Support Moe Nicaragua ECE (,B,1,1,0,1,1,107,727NIC1001
00013487,Frais de Siège: Programme de refondation,B,1,1,0,1,1,107,727CHD1011
00013545,"""GPE""- agency fees/overheads",B,1,1,0,1,1,107,727JOR1001
00013585,Kiribati GPE System Transformation Grant,B,1,1,0,1,1,107,727KIR1002
00013594,GPE System Capacity Grant for Transformi,B,1,1,0,1,1,107,727PAK1001
00013701,MPTF Revenue Account  - SEA BEYOND,B,1,1,0,1,1,105,538MFT9006
00013708,GPE SCG Myanmar (Agency Fee),B,1,1,0,1,1,107,727MYA1004
00013743,PSC GPE STG Programme Development Grant,B,1,1,0,1,1,107,727BGD1003
00013757,FRAIS D'AGENCE - Projet PARQEB,B,1,1,0,1,1,107,727PRC1011
00013784,Samoa System Transformation Grant - Agen,B,1,1,0,1,1,107,727SAM1002
00013847,MPTF Revenue Account - History of Nomadi,B,1,1,0,1,1,105,538MFT9007
00013873,Ocean Literacy for Journalists,B,1,1,0,1,1,105,555RAS2028
00013950,FRAIS D'AGENCE PROGRAMME D'APPUI AU RENF,B,1,1,0,1,1,107,727PRC1013
00013971,System Transformation Grant – Myanmar (A,B,1,1,0,1,1,107,727MYA1007
00013975,Agency Fees: Building Resilience through,B,1,1,0,1,1,107,727PAL1003
00014007,Innovation Leading Digital Transformatio,B,1,1,0,1,1,105,580GLO1008
00014041,Frais de siege: PAPMEC,B,1,1,0,1,1,107,727CMR1007
00014060,UNESCO/Keizo Obuchi Research Fellowships,B,1,1,0,1,1,105,537GLO0002
00014071,Sub-General fund - VNI,B,1,1,0,1,1,104,492VNI9000
00014082,Secondment from China to the Living Heri,B,1,1,0,1,1,105,580GLO4004
00014103,GPE-SCG Viet Nam (Agency Fees),B,1,1,0,1,1,107,727VIE1005
