fund,fund_center,avc_bucket,year,fm_revenue_usd,fm_actuals_usd,fm_open_cmt_usd,fmavct_kbfc_usd,fm_pool_usd,fm_pool_method,ps_budget_cum_usd,ps_actuals_cum_usd,ps_cmt_cum_usd,ps_pool_usd,ps_wbs_count,tier,constituent_fipex
3210461012,SPR,11,2026,0.0,40981.71,60561.38,0.0,-101543.09,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
3210461012,SPR,10',2026,7.52,2834.77,0.0,0.0,-2827.25,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
2210511022,WHC,11,2026,0.0,5881.55,7600.0,0.0,-13481.55,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
2210511022,WHC,10',2026,0.0,198.24,0.0,0.0,-198.24,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
3210511012,WHC,11,2026,0.0,110091.05,14000.0,0.0,-124091.05,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
3210511012,WHC,10',2026,0.0,1319.62,0.0,0.0,-1319.62,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
3210511042,WHC,11,2026,0.0,10953.94,0.0,0.0,-10953.94,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
3210511042,WHC,10',2026,0.0,109.54,0.0,0.0,-109.54,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
3210511102,CEP,10',2026,0.0,587.62,0.0,0.0,-587.62,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
3210511102,CEP,11,2026,0.0,42130.92,0.0,0.0,-42130.92,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
3210531022,CHP,11,2026,0.0,32067.93,85407.58,0.0,-117475.51,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
3210561022,CPD,11,2026,0.0,109172.75,34689.49,0.0,-143862.24,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
3210561022,CPD,10',2026,0.0,995.4,0.0,0.0,-995.4,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
3210531032,EPR,11,2026,1613.83,92226.57,28775.44,0.0,-119388.18,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
3210531032,EPR,10',2026,31.73,5627.27,0.0,0.0,-5595.54,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
3210521032,MHM,11,2026,0.0,135122.9,0.0,0.0,-135122.9,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
3210551032,DCE,11,2026,0.0,76220.92,0.0,0.0,-76220.92,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
3210551032,DCE,10',2026,0.0,806.69,0.0,0.0,-806.69,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
2210541013,LHE,11,2026,0.0,18736.97,86808.0,0.0,-105544.97,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
3210231012,SDS,10',2026,0.0,892.69,0.0,0.0,-892.69,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
3210231012,SDS,11,2026,0.0,27854.77,19161.68,0.0,-47016.45,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
680DIG3001,DIG,11,2026,15644.76,15644.76,1800.0,0.0,-1800.0,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
680DIG4001,HEQ,11,2026,15644.76,1640566.04,0.0,0.0,-1624921.28,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
680DIG4002,HEQ,11,2026,0.0,191755.44,15544.0,0.0,-207299.44,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
680DIG4002,HEQ,10',2026,463.58,2608.63,0.0,0.0,-2145.05,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
680BSP4002,HEQ,11,2026,0.0,313167.9,51345.03,0.0,-364512.93,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
680IOS4001,HEQ,11,2026,0.0,1423843.43,0.0,0.0,-1423843.43,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
680IOS4002,HEQ,11,2026,0.0,85795.16,0.0,0.0,-85795.16,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
680IOS4002,HEQ,10',2026,0.0,1535.4,0.0,0.0,-1535.4,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
633CRP8190,IOS,11,2026,0.0,19555.16,9346.56,0.0,-28901.72,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
633CRP8190,IOS,10',2026,0.0,267.11,0.0,0.0,-267.11,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
680HRM4001,HEQ,11,2026,1620.87,2238132.33,0.0,0.0,-2236511.46,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
680HRM3001,HRM,11,2026,1620.87,31353.79,0.0,0.0,-29732.92,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
680HRM3001,HRM,10',2026,273.36,9408.41,0.0,0.0,-9135.05,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
680LAL4001,HEQ,11,2026,2714.13,950005.97,0.0,0.0,-947291.84,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
680LAL4002,HEQ,11,2026,0.0,107856.35,0.0,0.0,-107856.35,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
680LAL4002,HEQ,10',2026,0.0,1871.32,0.0,0.0,-1871.32,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
680LAL3001,LAL,11,2026,2714.13,2714.13,0.0,0.0,0.0,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
680BSP4001,HEQ,11,2026,311.13,2409328.64,0.0,0.0,-2409017.51,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
642ENV9000,ADM,11,2026,0.0,61165.78,200167.68,0.0,-261333.46,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
680ADM4001,HEQ,11,2026,0.0,995300.38,0.0,0.0,-995300.38,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
680ADM4002,HEQ,11,2026,0.0,47818.02,0.0,0.0,-47818.02,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
680DBS4001,HEQ,11,2026,0.0,2558877.55,0.0,0.0,-2558877.55,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
680DBM4001,HEQ,11,2026,0.0,441693.15,0.0,0.0,-441693.15,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
680FIN4001,HEQ,11,2026,0.0,1380050.09,0.0,0.0,-1380050.09,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
636TPF9000,UNESCO,11,2026,0.0,672721.16,0.0,0.0,-672721.16,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
636TPF9001,UNESCO,11,2026,0.0,791993.15,0.0,0.0,-791993.15,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
680DBS4101,DBS,11,2026,0.0,249616.52,121246.68,0.0,-370863.2,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
680OPS4001,HEQ,11,2026,0.0,330077.77,0.0,0.0,-330077.77,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
634SAI9000,CLD,11,2026,0.0,59047.04,0.0,0.0,-59047.04,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
634SAI9000,CLD,10',2026,0.0,1052.95,0.0,0.0,-1052.95,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
635SAD9005,CLD,11,2026,0.0,212722.02,0.0,0.0,-212722.02,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
635SAD9006,CLD,11,2026,0.0,220539.15,0.0,0.0,-220539.15,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
635SAD9006,CLD,10',2026,0.0,3907.58,0.0,0.0,-3907.58,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
680OPS4101,OPS,11,2026,0.0,27797.41,0.0,0.0,-27797.41,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
680OPS4101,OPS,10',2026,0.0,428.37,0.0,0.0,-428.37,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
680ETH4001,HEQ,11,2026,0.0,88479.4,0.0,0.0,-88479.4,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
680BFM3001,BFM,11,2026,311.13,311.13,1800.0,0.0,-1800.0,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
680BFM3001,BFM,10',2026,58.33,4101.61,0.0,0.0,-4043.28,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
633CRP1323,HAR,13,2026,0.0,5091.48,0.0,0.0,-5091.48,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,13
633CRP2123,HAR,13,2026,0.0,2415.61,0.0,0.0,-2415.61,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,13
633CRP2123,HAR,10',2026,0.0,43.49,0.0,0.0,-43.49,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
633CRP7342,NAI,11,2026,0.0,43351.17,0.0,0.0,-43351.17,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
633CRP1658,YAO,11,2026,77.2,46662.3,127619.28,0.0,-174204.38,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
633CRP7358,YAO,11,2026,0.0,95746.62,0.0,0.0,-95746.62,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
633CRP7305,AMN,11,2026,0.0,37073.36,40430.38,0.0,-77503.74,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
633CRP1612,BGK,11,2026,0.0,55618.7,114348.0,0.0,-169966.7,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
633CRP1612,BGK,10',2026,1898.79,3282.73,0.0,0.0,-1383.94,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
633CRP7312,BGK,11,2026,0.0,79167.36,142331.25,0.0,-221498.61,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
633CRP2156,VNI,11,2026,0.0,61816.07,11497.04,0.0,-73313.11,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
633CRP2156,VNI,10',2026,151.14,2396.76,0.0,0.0,-2245.62,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
633CRP1350,SJO,13,2026,0.0,5962.18,0.0,0.0,-5962.18,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,13
633CRP1350,SJO,10',2026,81.64,4601.31,0.0,0.0,-4519.67,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
633CRP7332,KAB,11,2026,0.0,88740.39,0.0,0.0,-88740.39,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
633CRP7331,JUB,11,2026,0.0,4116.21,0.0,0.0,-4116.21,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
633CRP5490,DHE,11,2026,0.0,7480.98,171168.66,0.0,-178649.64,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
633CRP5490,DHE,10',2026,15.04,2600.06,0.0,0.0,-2585.02,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
633CRP5690,IDT,11,2026,0.0,6974.62,51788.58,0.0,-58763.2,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
633CRP5690,IDT,10',2026,0.0,3462.02,0.0,0.0,-3462.02,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
633CRP1691,EDP,10',2026,36.54,1628.54,0.0,0.0,-1592.0,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
633CRP1190,EME,10',2026,0.0,847.27,0.0,0.0,-847.27,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
633CRP1392,HAE,11,2026,0.0,25454.5,0.0,0.0,-25454.5,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
633CRP1393,PSU,11,2026,0.0,43878.2,11655.0,0.0,-55533.2,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
633CRP1590,TED,11,2026,0.0,21999.15,45171.44,0.0,-67170.59,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
633CRP4190,WHC,11,2026,71.02,114868.89,67948.0,0.0,-182745.87,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
633CRP4290,MHM,11,2026,0.0,27181.19,5200.44,0.0,-32381.63,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
633CRP4290,MHM,10',2026,0.0,482.67,0.0,0.0,-482.67,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
633CRP4291,UCH,11,2026,0.0,5502.19,0.0,0.0,-5502.19,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
633CRP4291,UCH,10',2026,0.0,96.84,0.0,0.0,-96.84,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
633CRP4590,DCE,11,2026,0.0,58418.49,0.0,0.0,-58418.49,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
633CRP4490,LHE,11,2026,0.0,53032.5,0.0,0.0,-53032.5,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
633CRP5290,FEJ,11,2026,0.0,6430.63,35592.78,0.0,-42023.41,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
A2305B5091,MTD,13,2026,0.0,321678.96,0.0,0.0,-321678.96,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,13
A2101H4021,API,13,2026,0.0,18611.3,0.0,0.0,-18611.3,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,13
A2305B4021,API,13,2026,0.0,20372.81,0.0,0.0,-20372.81,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,13
A2102C2112,YAO,13,2026,0.0,8967.05,0.0,0.0,-8967.05,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,13
A2102C2112,YAO,10',2026,0.0,160.79,0.0,0.0,-160.79,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
A2101H2121,LBV,13,2026,0.0,43417.23,0.0,0.0,-43417.23,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,13
A2101H2121,LBV,10',2026,0.0,776.09,0.0,0.0,-776.09,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
A210592121,LBV,13,2026,0.0,34715.5,0.0,0.0,-34715.5,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,13
A210592121,LBV,10',2026,0.0,618.51,0.0,0.0,-618.51,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
A2305B2151,LBV,13,2026,0.0,83011.02,0.0,0.0,-83011.02,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,13
A2305B2151,LBV,10',2026,0.0,1485.63,0.0,0.0,-1485.63,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
A210592161,YAO,13,2026,0.0,39673.58,0.0,0.0,-39673.58,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,13
A2305B2201,YAO,13,2026,0.0,83111.43,0.0,0.0,-83111.43,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,13
A2305B2201,YAO,10',2026,0.0,1467.74,0.0,0.0,-1467.74,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
A2101H2051,BAM,13,2026,0.0,31267.96,0.0,0.0,-31267.96,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,13
A2101H2051,BAM,10',2026,0.0,545.12,0.0,0.0,-545.12,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
A2102C2041,BAM,13,2026,0.0,27463.82,0.0,0.0,-27463.82,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,13
A2102C2041,BAM,10',2026,0.0,494.51,0.0,0.0,-494.51,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
A2305B2061,BAM,13,2026,0.0,54442.99,0.0,0.0,-54442.99,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,13
A2305E2011,BAM,13,2026,0.0,10411.49,0.0,0.0,-10411.49,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,13
A2305E2011,BAM,10',2026,0.0,177.44,0.0,0.0,-177.44,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
A2101H2071,DAK,13,2026,0.0,67576.66,0.0,0.0,-67576.66,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,13
A210592071,DAK,13,2026,0.0,45757.72,0.0,0.0,-45757.72,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,13
A2305B2091,DAK,13,2026,0.0,113186.75,0.0,0.0,-113186.75,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,13
A2101H2011,ABJ,13,2026,0.0,30359.92,0.0,0.0,-30359.92,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,13
A210592011,ABJ,13,2026,0.0,23732.66,0.0,0.0,-23732.66,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,13
A210592011,ABJ,10',2026,0.0,424.26,0.0,0.0,-424.26,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
A2305B2011,ABJ,13,2026,0.0,53729.44,0.0,0.0,-53729.44,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,13
2210134051,BEJ,20,2026,0.0,45.87,0.0,0.0,-45.87,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,20
2210144062,BEJ,20,2026,0.0,38.55,24000.0,0.0,-24038.55,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,20
A210593051,EBL,10',2026,0.0,657.0,0.0,0.0,-657.0,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
A210593051,EBL,11,2026,0.0,40911.2,0.0,0.0,-40911.2,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
3230873132,KHA,11,2026,0.0,106.15,0.0,0.0,-106.15,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
3230873132,KHA,10',2026,40.02,1732.06,0.0,0.0,-1692.04,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
526RAS4023,WHC,20,2026,0.0,17241.08,226313.88,13331.44,-13331.44,fmavct_kbfc,493166.07,455502.12,692600.0,-654936.05,2,1,20
534IRQ1003,BAG,TC,2026,17248.88,82615.9,142294.08,103403.8,-86154.92,fmavct_kbfc,3801924.41,53145941.0,63997529.35,-113341545.94,17,1,10'|11|13|20|40|50
680BSP3002,BSP,10',2026,18.65,18.65,0.0,0.0,0.0,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
633CRP7308,BAG,13,2026,0.0,146236.64,0.0,0.0,-146236.64,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,13
633TFC7308,BAG,13,2026,100.92,31460.86,0.0,0.0,-31359.94,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,13
633TFC7308,BAG,10',2026,0.0,543.74,0.0,0.0,-543.74,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
633CRP7313,BRU,11,2026,0.0,17357.22,7171.0,0.0,-24528.22,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
3210213101,BAG,13,2026,0.0,7219.64,0.0,0.0,-7219.64,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,13
3210213101,BAG,10',2026,0.0,99.6,0.0,0.0,-99.6,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
3210223101,BAG,13,2026,0.0,2334.07,0.0,0.0,-2334.07,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,13
3210223101,BAG,10',2026,0.0,18.64,0.0,0.0,-18.64,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
3210263061,BAG,13,2026,0.0,583.54,0.0,0.0,-583.54,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,13
3210263061,BAG,10',2026,0.0,4.72,0.0,0.0,-4.72,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
3210213092,BEI,13,2026,0.0,3993.2,0.0,0.0,-3993.2,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,13
3210213092,BEI,10',2026,0.0,12.03,0.0,0.0,-12.03,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
3210223091,BEI,13,2026,0.0,3525.66,0.0,0.0,-3525.66,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,13
3210223091,BEI,10',2026,0.0,3.53,0.0,0.0,-3.53,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
3210243051,BEI,13,2026,0.0,1762.83,0.0,0.0,-1762.83,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,13
3210243051,BEI,10',2026,0.0,1.79,0.0,0.0,-1.79,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
3210212281,MAP,13,2026,0.0,2336.23,0.0,0.0,-2336.23,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,13
3210212281,MAP,10',2026,0.0,29.53,0.0,0.0,-29.53,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
3210222241,MAP,13,2026,0.0,1668.75,0.0,0.0,-1668.75,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,13
3210222241,MAP,10',2026,0.0,21.09,0.0,0.0,-21.09,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
3210242081,MAP,13,2026,0.0,333.74,0.0,0.0,-333.74,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,13
3210242081,MAP,10',2026,0.0,4.23,0.0,0.0,-4.23,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
3210252081,MAP,13,2026,0.0,333.74,0.0,0.0,-333.74,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,13
3210252081,MAP,10',2026,0.0,4.23,0.0,0.0,-4.23,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
3210262061,MAP,13,2026,0.0,2002.49,0.0,0.0,-2002.49,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,13
3210262061,MAP,10',2026,0.0,25.32,0.0,0.0,-25.32,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
A230542101,DAR,20,2026,0.0,1564.49,3466.87,0.0,-5031.36,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,20
560IRQ4000,BAG,11,2026,0.0,35145.75,715999.5,43584.41,-43584.41,fmavct_kbfc,56701869.09,2042881901.8,0.0,-1986180032.71,19,1,11
560IRQ4000,BAG,10',2026,8.02,2382.31,0.0,69855.63,-69847.61,fmavct_kbfc,56701869.09,2042881901.8,0.0,-1986180032.71,19,1,10'
A210591012,HEQ,13,2026,0.0,6610.8,0.0,0.0,-6610.8,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,13
A210591012,HEQ,CDSP,2026,0.0,441.69,0.0,0.0,-441.69,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,CDSP
650RER6000,VNI,11,2026,34.11,34758.77,670387.61,7755.17,-7721.06,fmavct_kbfc,1188110.15,-372779.26,33.87,1560855.54,37,2,11
A230421022,HEQ,11,2026,0.0,23310.72,62670.37,0.0,-85981.09,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
A230421022,HEQ,10',2026,0.0,135.6,0.0,0.0,-135.6,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
A230421022,HEQ,CDCE,2026,0.0,764.45,0.0,0.0,-764.45,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,CDCE
3210621161,FEJ,10',2026,0.0,6.68,0.0,0.0,-6.68,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
3210621161,FEJ,13,2026,0.0,370.93,0.0,0.0,-370.93,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,13
3210681012,HEQ,10',2026,1.5,1.5,0.0,0.0,0.0,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
3210681012,HEQ,CDCE,2026,0.0,4.04,0.0,0.0,-4.04,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,CDCE
257GLO1048,HAE,20,2026,0.0,23974.68,1223830.58,0.08,-0.08,fmavct_kbfc,7904018.7,23170559.66,13300.0,-15279840.96,13,1,20
3210454062,ATA,20,2026,0.0,957.76,2011.88,0.0,-2969.64,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,20
A230542081,BUJ,20,2026,0.0,4579.81,7527.52,0.0,-12107.33,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,20
3210652012,DAK,10',2026,16.26,653.16,0.0,0.0,-636.9,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
3210284071,NDL,10',2026,43.42,1822.1,0.0,0.0,-1778.68,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
809RAF4000,NAI,11,2026,0.0,23672.1,0.0,112012.02,-112012.02,fmavct_kbfc,196466.4,-160760.56,84.2,357142.76,1,2,11
A2305B5121,SJO,13,2026,0.0,88173.42,0.0,0.0,-88173.42,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,13
534LEB4002,BEI,50,2026,0.0,1093.08,842.57,44203.97,-44203.97,fmavct_kbfc,8049498.9,8638704.19,1684.55,-590889.84,18,1,50
633CRP7310,BEI,40,2026,0.0,5655.87,34775.28,0.0,-40431.15,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,40
633CRP7310,BEI,20,2026,0.0,264.43,7584.01,0.0,-7848.44,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,20
RER0115716,VNI,20,2026,0.0,31819.78,381155.3,250.0,-250.0,fmavct_kbfc,10552473.9,205967.28,1023.0,10345483.62,47,2,20
A2101H2021,ABU,11,2026,53388.48,76117.36,0.0,0.0,-22728.88,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
